0 0 1.4730 2.7019 1.2289
0 .0655999712 1.4727 2.7023 1.2296
0 .1311999424 1.4707 2.7025 1.2318
0 .1967999136 1.4674 2.7029 1.2355
0 .2623998848 1.4630 2.7033 1.2403
0 .3279998560 1.4575 2.7039 1.2464
0 .3935998272 1.4511 2.7045 1.2534
0 .4591997984 1.4440 2.7052 1.2612
0 .5247997696 1.4363 2.7059 1.2696
0 .5903997408 1.4284 2.7067 1.2783
0 .6559997120 1.4203 2.7075 1.2872
0 .7215996832 1.4123 2.7082 1.2959
0 .7871996544 1.4046 2.7089 1.3043
0 .8527996256 1.3975 2.7095 1.3120
0 .9183995968 1.3911 2.7100 1.3189
0 .9839995680 1.3857 2.7105 1.3248
0 1.0495995392 1.3810 2.7105 1.3295
0 1.1151995104 1.3784 2.7112 1.3328
0 1.1807994816 1.3762 2.7109 1.3347
0 1.2463994528 1.3759 2.7109 1.3350
0 1.3119994240 1.3769 2.7108 1.3339
0 1.3775993952 1.3793 2.7106 1.3313
0 1.4431993664 1.3835 2.7108 1.3273
0 1.5087993376 1.3884 2.7104 1.3220
0 1.5743993088 1.3943 2.7098 1.3155
0 1.6399992800 1.4006 2.7088 1.3082
0 1.7055992512 1.4083 2.7084 1.3001
0 1.7711992224 1.4162 2.7078 1.2916
0 1.8367991936 1.4243 2.7071 1.2828
0 1.9023991648 1.4324 2.7063 1.2739
0 1.9679991360 1.4402 2.7056 1.2654
.0655999712 0 1.4724 2.7025 1.2301
.0655999712 .0655999712 1.4718 2.7023 1.2305
.0655999712 .1311999424 1.4702 2.7041 1.2339
.0655999712 .1967999136 1.4673 2.7045 1.2372
.0655999712 .2623998848 1.4632 2.7049 1.2417
.0655999712 .3279998560 1.4580 2.7054 1.2474
.0655999712 .3935998272 1.4519 2.7061 1.2542
.0655999712 .4591997984 1.4450 2.7067 1.2617
.0655999712 .5247997696 1.4376 2.7075 1.2699
.0655999712 .5903997408 1.4298 2.7082 1.2784
.0655999712 .6559997120 1.4217 2.7089 1.2872
.0655999712 .7215996832 1.4137 2.7095 1.2958
.0655999712 .7871996544 1.4060 2.7102 1.3042
.0655999712 .8527996256 1.3988 2.7109 1.3121
.0655999712 .9183995968 1.3923 2.7115 1.3192
.0655999712 .9839995680 1.3866 2.7120 1.3254
.0655999712 1.0495995392 1.3819 2.7123 1.3304
.0655999712 1.1151995104 1.3783 2.7124 1.3341
.0655999712 1.1807994816 1.3763 2.7129 1.3366
.0655999712 1.2463994528 1.3755 2.7127 1.3372
.0655999712 1.3119994240 1.3774 2.7129 1.3355
.0655999712 1.3775993952 1.3801 2.7126 1.3325
.0655999712 1.4431993664 1.3841 2.7122 1.3281
.0655999712 1.5087993376 1.3893 2.7117 1.3224
.0655999712 1.5743993088 1.3957 2.7115 1.3158
.0655999712 1.6399992800 1.4025 2.7108 1.3083
.0655999712 1.7055992512 1.4101 2.7102 1.3001
.0655999712 1.7711992224 1.4180 2.7095 1.2915
.0655999712 1.8367991936 1.4262 2.7089 1.2827
.0655999712 1.9023991648 1.4339 2.7080 1.2741
.0655999712 1.9679991360 1.4416 2.7073 1.2657
.1311999424 0 1.4707 2.7040 1.2333
.1311999424 .0655999712 1.4698 2.7023 1.2325
.1311999424 .1311999424 1.4683 2.7035 1.2352
.1311999424 .1967999136 1.4659 2.7076 1.2417
.1311999424 .2623998848 1.4623 2.7110 1.2487
.1311999424 .3279998560 1.4573 2.7113 1.2540
.1311999424 .3935998272 1.4516 2.7119 1.2603
.1311999424 .4591997984 1.4450 2.7124 1.2674
.1311999424 .5247997696 1.4378 2.7131 1.2753
.1311999424 .5903997408 1.4302 2.7138 1.2836
.1311999424 .6559997120 1.4223 2.7145 1.2922
.1311999424 .7215996832 1.4146 2.7153 1.3007
.1311999424 .7871996544 1.4067 2.7156 1.3089
.1311999424 .8527996256 1.3994 2.7163 1.3169
.1311999424 .9183995968 1.3928 2.7170 1.3242
.1311999424 .9839995680 1.3868 2.7174 1.3306
.1311999424 1.0495995392 1.3819 2.7178 1.3359
.1311999424 1.1151995104 1.3777 2.7177 1.3400
.1311999424 1.1807994816 1.3755 2.7183 1.3428
.1311999424 1.2463994528 1.3744 2.7180 1.3436
.1311999424 1.3119994240 1.3764 2.7180 1.3416
.1311999424 1.3775993952 1.3799 2.7180 1.3381
.1311999424 1.4431993664 1.3843 2.7176 1.3333
.1311999424 1.5087993376 1.3896 2.7171 1.3275
.1311999424 1.5743993088 1.3963 2.7169 1.3206
.1311999424 1.6399992800 1.4031 2.7161 1.3130
.1311999424 1.7055992512 1.4107 2.7156 1.3049
.1311999424 1.7711992224 1.4187 2.7151 1.2964
.1311999424 1.8367991936 1.4262 2.7140 1.2878
.1311999424 1.9023991648 1.4340 2.7134 1.2794
.1311999424 1.9679991360 1.4418 2.7131 1.2713
.1967999136 0 1.4681 2.7068 1.2387
.1967999136 .0655999712 1.4672 2.7035 1.2363
.1967999136 .1311999424 1.4649 2.7030 1.2381
.1967999136 .1967999136 1.4629 2.7056 1.2427
.1967999136 .2623998848 1.4594 2.7108 1.2514
.1967999136 .3279998560 1.4550 2.7189 1.2639
.1967999136 .3935998272 1.4496 2.7212 1.2716
.1967999136 .4591997984 1.4435 2.7218 1.2783
.1967999136 .5247997696 1.4367 2.7225 1.2858
.1967999136 .5903997408 1.4293 2.7230 1.2937
.1967999136 .6559997120 1.4218 2.7237 1.3019
.1967999136 .7215996832 1.4143 2.7245 1.3102
