0 0 -0.02686725
0 .0393599827 -0.02686733
0 .0787199654 -0.02686759
0 .1180799481 -0.02686802
0 .1574399308 -0.02686860
0 .1967999135 -0.02686932
0 .2361598962 -0.02687018
0 .2755198789 -0.02687114
0 .3148798616 -0.02687220
0 .3542398443 -0.02687334
0 .3935998270 -0.02687452
0 .4329598097 -0.02687573
0 .4723197924 -0.02687695
0 .5116797751 -0.02687816
0 .5510397578 -0.02687934
0 .5903997405 -0.02688047
0 .6297597232 -0.02688155
0 .6691197059 -0.02688255
0 .7084796886 -0.02688347
0 .7478396713 -0.02688431
0 .7871996540 -0.02688506
0 .8265596367 -0.02688571
0 .8659196194 -0.02688629
0 .9052796021 -0.02688677
0 .9446395848 -0.02688718
0 .9839995675 -0.02688752
0 1.0233595502 -0.02688779
0 1.0627195329 -0.02688800
0 1.1020795156 -0.02688816
0 1.1414394983 -0.02688827
0 1.1807994810 -0.02688834
0 1.2201594637 -0.02688837
0 1.2595194464 -0.02688836
0 1.2988794291 -0.02688831
0 1.3382394118 -0.02688822
0 1.3775993945 -0.02688809
0 1.4169593772 -0.02688790
0 1.4563193599 -0.02688766
0 1.4956793426 -0.02688736
0 1.5350393253 -0.02688699
0 1.5743993080 -0.02688654
0 1.6137592907 -0.02688601
0 1.6531192734 -0.02688540
0 1.6924792561 -0.02688469
0 1.7318392388 -0.02688390
0 1.7711992215 -0.02688302
0 1.8105592042 -0.02688206
0 1.8499191869 -0.02688102
0 1.8892791696 -0.02687991
0 1.9286391523 -0.02687876
0 1.9679991350 -0.02687756
.0393599827 0 -0.02686733
.0393599827 .0393599827 -0.02686742
.0393599827 .0787199654 -0.02686768
.0393599827 .1180799481 -0.02686810
.0393599827 .1574399308 -0.02686868
.0393599827 .1967999135 -0.02686940
.0393599827 .2361598962 -0.02687025
.0393599827 .2755198789 -0.02687122
.0393599827 .3148798616 -0.02687227
.0393599827 .3542398443 -0.02687340
.0393599827 .3935998270 -0.02687458
.0393599827 .4329598097 -0.02687579
.0393599827 .4723197924 -0.02687700
.0393599827 .5116797751 -0.02687820
.0393599827 .5510397578 -0.02687938
.0393599827 .5903997405 -0.02688050
.0393599827 .6297597232 -0.02688157
.0393599827 .6691197059 -0.02688257
.0393599827 .7084796886 -0.02688348
.0393599827 .7478396713 -0.02688431
.0393599827 .7871996540 -0.02688506
.0393599827 .8265596367 -0.02688571
.0393599827 .8659196194 -0.02688628
.0393599827 .9052796021 -0.02688676
.0393599827 .9446395848 -0.02688716
.0393599827 .9839995675 -0.02688750
.0393599827 1.0233595502 -0.02688776
.0393599827 1.0627195329 -0.02688797
.0393599827 1.1020795156 -0.02688813
.0393599827 1.1414394983 -0.02688824
.0393599827 1.1807994810 -0.02688831
.0393599827 1.2201594637 -0.02688834
.0393599827 1.2595194464 -0.02688833
.0393599827 1.2988794291 -0.02688828
.0393599827 1.3382394118 -0.02688819
.0393599827 1.3775993945 -0.02688806
.0393599827 1.4169593772 -0.02688788
.0393599827 1.4563193599 -0.02688764
.0393599827 1.4956793426 -0.02688734
.0393599827 1.5350393253 -0.02688697
.0393599827 1.5743993080 -0.02688653
.0393599827 1.6137592907 -0.02688600
.0393599827 1.6531192734 -0.02688539
.0393599827 1.6924792561 -0.02688470
.0393599827 1.7318392388 -0.02688391
.0393599827 1.7711992215 -0.02688304
.0393599827 1.8105592042 -0.02688208
.0393599827 1.8499191869 -0.02688105
.0393599827 1.8892791696 -0.02687995
.0393599827 1.9286391523 -0.02687879
.0393599827 1.9679991350 -0.02687760
.0787199654 0 -0.02686759
.0787199654 .0393599827 -0.02686768
.0787199654 .0787199654 -0.02686793
.0787199654 .1180799481 -0.02686835
.0787199654 .1574399308 -0.02686892
.0787199654 .1967999135 -0.02686964
.0787199654 .2361598962 -0.02687048
.0787199654 .2755198789 -0.02687143
.0787199654 .3148798616 -0.02687247
.0787199654 .3542398443 -0.02687359
.0787199654 .3935998270 -0.02687475
.0787199654 .4329598097 -0.02687594
.0787199654 .4723197924 -0.02687714
.0787199654 .5116797751 -0.02687833
.0787199654 .5510397578 -0.02687948
.0787199654 .5903997405 -0.02688059
.0787199654 .6297597232 -0.02688164
.0787199654 .6691197059 -0.02688262
.0787199654 .7084796886 -0.02688352
.0787199654 .7478396713 -0.02688433
.0787199654 .7871996540 -0.02688506
.0787199654 .8265596367 -0.02688570
.0787199654 .8659196194 -0.02688625
.0787199654 .9052796021 -0.02688672
.0787199654 .9446395848 -0.02688711
.0787199654 .9839995675 -0.02688744
.0787199654 1.0233595502 -0.02688769
.0787199654 1.0627195329 -0.02688789
.0787199654 1.1020795156 -0.02688805
.0787199654 1.1414394983 -0.02688815
.0787199654 1.1807994810 -0.02688822
