0 0 1.9216
0 .0393599827 1.9221
0 .0787199654 1.9227
0 .1180799481 1.9239
0 .1574399308 1.9255
0 .1967999135 1.9275
0 .2361598962 1.9299
0 .2755198789 1.9329
0 .3148798616 1.9364
0 .3542398443 1.9405
0 .3935998270 1.9451
0 .4329598097 1.9502
0 .4723197924 1.9559
0 .5116797751 1.9620
0 .5510397578 1.9686
0 .5903997405 1.9757
0 .6297597232 1.9832
0 .6691197059 1.9910
0 .7084796886 1.9990
0 .7478396713 2.0071
0 .7871996540 2.0150
0 .8265596367 2.0227
0 .8659196194 2.0300
0 .9052796021 2.0366
0 .9446395848 2.0425
0 .9839995675 2.0476
0 1.0233595502 2.0521
0 1.0627195329 2.0556
0 1.1020795156 2.0584
0 1.1414394983 2.0603
0 1.1807994810 2.0615
0 1.2201594637 2.0621
0 1.2595194464 2.0618
0 1.2988794291 2.0609
0 1.3382394118 2.0593
0 1.3775993945 2.0571
0 1.4169593772 2.0540
0 1.4563193599 2.0500
0 1.4956793426 2.0452
0 1.5350393253 2.0396
0 1.5743993080 2.0334
0 1.6137592907 2.0264
0 1.6531192734 2.0186
0 1.6924792561 2.0111
0 1.7318392388 2.0030
0 1.7711992215 1.9950
0 1.8105592042 1.9871
0 1.8499191869 1.9794
0 1.8892791696 1.9721
0 1.9286391523 1.9652
0 1.9679991350 1.9589
.0393599827 0 1.9222
.0393599827 .0393599827 1.9223
.0393599827 .0787199654 1.9230
.0393599827 .1180799481 1.9241
.0393599827 .1574399308 1.9257
.0393599827 .1967999135 1.9277
.0393599827 .2361598962 1.9302
.0393599827 .2755198789 1.9332
.0393599827 .3148798616 1.9367
.0393599827 .3542398443 1.9409
.0393599827 .3935998270 1.9455
.0393599827 .4329598097 1.9506
.0393599827 .4723197924 1.9562
.0393599827 .5116797751 1.9623
.0393599827 .5510397578 1.9689
.0393599827 .5903997405 1.9759
.0393599827 .6297597232 1.9834
.0393599827 .6691197059 1.9913
.0393599827 .7084796886 1.9995
.0393599827 .7478396713 2.0073
.0393599827 .7871996540 2.0153
.0393599827 .8265596367 2.0230
.0393599827 .8659196194 2.0302
.0393599827 .9052796021 2.0369
.0393599827 .9446395848 2.0427
.0393599827 .9839995675 2.0479
.0393599827 1.0233595502 2.0523
.0393599827 1.0627195329 2.0558
.0393599827 1.1020795156 2.0586
.0393599827 1.1414394983 2.0605
.0393599827 1.1807994810 2.0617
.0393599827 1.2201594637 2.0622
.0393599827 1.2595194464 2.0620
.0393599827 1.2988794291 2.0612
.0393599827 1.3382394118 2.0596
.0393599827 1.3775993945 2.0573
.0393599827 1.4169593772 2.0544
.0393599827 1.4563193599 2.0502
.0393599827 1.4956793426 2.0454
.0393599827 1.5350393253 2.0398
.0393599827 1.5743993080 2.0336
.0393599827 1.6137592907 2.0266
.0393599827 1.6531192734 2.0192
.0393599827 1.6924792561 2.0113
.0393599827 1.7318392388 2.0032
.0393599827 1.7711992215 1.9952
.0393599827 1.8105592042 1.9873
.0393599827 1.8499191869 1.9796
.0393599827 1.8892791696 1.9723
.0393599827 1.9286391523 1.9655
.0393599827 1.9679991350 1.9593
.0787199654 0 1.9228
.0787199654 .0393599827 1.9230
.0787199654 .0787199654 1.9237
.0787199654 .1180799481 1.9248
.0787199654 .1574399308 1.9264
.0787199654 .1967999135 1.9284
.0787199654 .2361598962 1.9309
.0787199654 .2755198789 1.9339
.0787199654 .3148798616 1.9375
.0787199654 .3542398443 1.9415
.0787199654 .3935998270 1.9462
.0787199654 .4329598097 1.9513
