-2.705998812	-2.705998812	0.005187
-2.705998812	-2.615798852	-0.006347
-2.705998812	-2.525598891	-0.00749
-2.705998812	-2.435398931	-0.008475
-2.705998812	-2.34519897	-0.009282
-2.705998812	-2.25499901	-0.009876
-2.705998812	-2.16479905	-0.009964
-2.705998812	-2.074599089	-0.009074
-2.705998812	-1.984399129	0.008808
-2.705998812	-1.894199168	-0.008002
-2.705998812	-1.803999208	-0.006866
-2.705998812	-1.713799248	-0.005426
-2.705998812	-1.623599287	-0.003711
-2.705998812	-1.533399327	-0.00171
-2.705998812	-1.443199366	0.000507
-2.705998812	-1.352999406	0.002893
-2.705998812	-1.262799446	0.005477
-2.705998812	-1.172599485	0.008188
-2.705998812	-1.082399525	0.011044
-2.705998812	-0.992199564	0.013923
-2.705998812	-0.901999604	0.016765
-2.705998812	-0.811799644	0.019535
-2.705998812	-0.721599683	0.022165
-2.705998812	-0.631399723	0.024579
-2.705998812	-0.541199762	0.026781
-2.705998812	-0.450999802	0.028723
-2.705998812	-0.360799842	0.030223
-2.705998812	-0.270599881	0.032797
-2.705998812	-0.180399921	0.0341775
-2.705998812	-0.09019996	0.035558
-2.705998812	0	0.035767
-2.705998812	0.09019996	0.035561
-2.705998812	0.180399921	0.03491
-2.705998812	0.270599881	0.032807
-2.705998812	0.360799842	0.030228
-2.705998812	0.450999802	0.028722
-2.705998812	0.541199762	0.026781
-2.705998812	0.631399723	0.02458
-2.705998812	0.721599683	0.022164
-2.705998812	0.811799644	0.019534
-2.705998812	0.901999604	0.016764
-2.705998812	0.992199564	0.013922
-2.705998812	1.082399525	0.011045
-2.705998812	1.172599485	0.008181
-2.705998812	1.262799446	0.005478
-2.705998812	1.352999406	0.002896
-2.705998812	1.443199366	0.000507
-2.705998812	1.533399327	-0.00171
-2.705998812	1.623599287	-0.003711
-2.705998812	1.713799248	-0.005425
-2.705998812	1.803999208	-0.006865
-2.705998812	1.894199168	-0.008003
-2.705998812	1.984399129	-0.008831
-2.705998812	2.074599089	-0.009072
-2.705998812	2.16479905	-0.009964
-2.705998812	2.25499901	-0.009877
-2.705998812	2.34519897	-0.00928
-2.705998812	2.435398931	-0.008473
-2.705998812	2.525598891	-0.007487
-2.705998812	2.615798852	-0.006371
-2.705998812	2.705998812	-0.005175
-2.615798852	-2.705998812	-0.007686
-2.615798852	-2.615798852	-0.008697
-2.615798852	-2.525598891	-0.010074
-2.615798852	-2.435398931	0.006655
-2.615798852	-2.34519897	-0.012487
-2.615798852	-2.25499901	-0.01323
-2.615798852	-2.16479905	-0.013733
-2.615798852	-2.074599089	-0.013248
-2.615798852	-1.984399129	-0.012828
-2.615798852	-1.894199168	-0.012027
-2.615798852	-1.803999208	-0.010839
-2.615798852	-1.713799248	-0.009265
-2.615798852	-1.623599287	-0.007321
-2.615798852	-1.533399327	-0.005006
-2.615798852	-1.443199366	-0.002393
-2.615798852	-1.352999406	0.000478
-2.615798852	-1.262799446	0.00364
-2.615798852	-1.172599485	0.006938
-2.615798852	-1.082399525	0.010425
-2.615798852	-0.992199564	0.014005
-2.615798852	-0.901999604	0.017568
-2.615798852	-0.811799644	0.02106
-2.615798852	-0.721599683	0.024395
-2.615798852	-0.631399723	0.027458
-2.615798852	-0.541199762	0.030256
-2.615798852	-0.450999802	0.032721
-2.615798852	-0.360799842	0.034811
-2.615798852	-0.270599881	0.037602
-2.615798852	-0.180399921	0.039061
-2.615798852	-0.09019996	0.041135
-2.615798852	0	0.0414
-2.615798852	0.09019996	0.041137
-2.615798852	0.180399921	0.039061
-2.615798852	0.270599881	0.037601
-2.615798852	0.360799842	0.03482
-2.615798852	0.450999802	0.032725
-2.615798852	0.541199762	0.030256
-2.615798852	0.631399723	0.027457
-2.615798852	0.721599683	0.024394
-2.615798852	0.811799644	0.021057
-2.615798852	0.901999604	0.017568
-2.615798852	0.992199564	0.007226
-2.615798852	1.082399525	0.010425
-2.615798852	1.172599485	0.006937
-2.615798852	1.262799446	0.003623
-2.615798852	1.352999406	0.000479
-2.615798852	1.443199366	-0.002393
-2.615798852	1.533399327	-0.005006
-2.615798852	1.623599287	-0.007323
-2.615798852	1.713799248	-0.009266
-2.615798852	1.803999208	-0.010841
-2.615798852	1.894199168	-0.012028
-2.615798852	1.984399129	-0.012828
-2.615798852	2.074599089	-0.013246
-2.615798852	2.16479905	-0.013732
-2.615798852	2.25499901	-0.01323
-2.615798852	2.34519897	-0.012486
-2.615798852	2.435398931	-0.011379
-2.615798852	2.525598891	-0.010076
-2.615798852	2.615798852	-0.008697
-2.615798852	2.705998812	-0.007687
-2.525598891	-2.705998812	-0.009929
-2.525598891	-2.615798852	-0.01172
-2.525598891	-2.525598891	-0.01373
-2.525598891	-2.435398931	-0.014986
-2.525598891	-2.34519897	-0.016605
-2.525598891	-2.25499901	-0.017492
-2.525598891	-2.16479905	-0.018041
-2.525598891	-2.074599089	-0.017664
-2.525598891	-1.984399129	-0.017341
-2.525598891	-1.894199168	-0.016566
-2.525598891	-1.803999208	-0.015323
-2.525598891	-1.713799248	-0.013597
-2.525598891	-1.623599287	-0.011388
-2.525598891	-1.533399327	-0.008727
-2.525598891	-1.443199366	-0.005701
-2.525598891	-1.352999406	-0.002304
-2.525598891	-1.262799446	0.001475
-2.525598891	-1.172599485	0.005424
-2.525598891	-1.082399525	0.009583
-2.525598891	-0.992199564	0.013926
-2.525598891	-0.901999604	0.018265
-2.525598891	-0.811799644	0.022531
-2.525598891	-0.721599683	0.026668
-2.525598891	-0.631399723	0.030449
-2.525598891	-0.541199762	0.033894
-2.525598891	-0.450999802	0.036934
-2.525598891	-0.360799842	0.039524
-2.525598891	-0.270599881	0.042819
-2.525598891	-0.180399921	0.044347
-2.525598891	-0.09019996	0.045271
-2.525598891	0	0.046973
-2.525598891	0.09019996	0.045271
-2.525598891	0.180399921	0.044347
-2.525598891	0.270599881	0.042819
-2.525598891	0.360799842	0.039521
-2.525598891	0.450999802	0.036935
-2.525598891	0.541199762	0.033891
-2.525598891	0.631399723	0.03045
-2.525598891	0.721599683	0.026667
-2.525598891	0.811799644	0.022538
-2.525598891	0.901999604	0.018266
-2.525598891	0.992199564	0.013924
-2.525598891	1.082399525	-0.009578
-2.525598891	1.172599485	0.005424
-2.525598891	1.262799446	0.001476
-2.525598891	1.352999406	-0.002304
-2.525598891	1.443199366	-0.005699
-2.525598891	1.533399327	-0.008739
-2.525598891	1.623599287	-0.011388
-2.525598891	1.713799248	-0.0136
-2.525598891	1.803999208	-0.015323
-2.525598891	1.894199168	-0.016578
-2.525598891	1.984399129	-0.017342
-2.525598891	2.074599089	-0.017665
-2.525598891	2.16479905	-0.018041
-2.525598891	2.25499901	-0.017492
-2.525598891	2.34519897	-0.016606
-2.525598891	2.435398931	-0.014986
-2.525598891	2.525598891	-0.013729
-2.525598891	2.615798852	-0.01172
-2.525598891	2.705998812	-0.009928
-2.435398931	-2.705998812	-0.013306
-2.435398931	-2.615798852	-0.014692
-2.435398931	-2.525598891	-0.017042
-2.435398931	-2.435398931	-0.01905
-2.435398931	-2.34519897	-0.020871
-2.435398931	-2.25499901	-0.022043
-2.435398931	-2.16479905	0.007903
-2.435398931	-2.074599089	-0.022572
-2.435398931	-1.984399129	-0.022352
-2.435398931	-1.894199168	-0.0216
-2.435398931	-1.803999208	-0.020278
-2.435398931	-1.713799248	-0.018383
-2.435398931	-1.623599287	-0.015882
-2.435398931	-1.533399327	-0.012865
-2.435398931	-1.443199366	-0.009376
-2.435398931	-1.352999406	-0.005371
-2.435398931	-1.262799446	-0.000984
-2.435398931	-1.172599485	0.003669
-2.435398931	-1.082399525	0.008534
-2.435398931	-0.992199564	0.013716
-2.435398931	-0.901999604	0.018891
-2.435398931	-0.811799644	0.024004
-2.435398931	-0.721599683	0.02895
-2.435398931	-0.631399723	0.033575
-2.435398931	-0.541199762	0.037726
-2.435398931	-0.450999802	0.041396
-2.435398931	-0.360799842	0.04451
-2.435398931	-0.270599881	0.046995
-2.435398931	-0.180399921	0.050218
-2.435398931	-0.09019996	0.05134
-2.435398931	0	0.050274
-2.435398931	0.09019996	0.050898
-2.435398931	0.180399921	0.050219
-2.435398931	0.270599881	0.047
-2.435398931	0.360799842	0.044513
-2.435398931	0.450999802	0.041396
-2.435398931	0.541199762	0.037727
-2.435398931	0.631399723	0.033572
-2.435398931	0.721599683	0.028956
-2.435398931	0.811799644	0.024004
-2.435398931	0.901999604	0.018892
-2.435398931	0.992199564	0.013717
-2.435398931	1.082399525	0.008535
-2.435398931	1.172599485	0.003671
-2.435398931	1.262799446	-0.000983
-2.435398931	1.352999406	-0.005371
-2.435398931	1.443199366	-0.009375
-2.435398931	1.533399327	-0.012865
-2.435398931	1.623599287	-0.015882
-2.435398931	1.713799248	-0.018383
-2.435398931	1.803999208	-0.020281
-2.435398931	1.894199168	-0.021599
-2.435398931	1.984399129	-0.022352
-2.435398931	2.074599089	-0.022573
-2.435398931	2.16479905	-0.022296
-2.435398931	2.25499901	-0.022043
-2.435398931	2.34519897	-0.020871
-2.435398931	2.435398931	-0.019048
-2.435398931	2.525598891	-0.01704
-2.435398931	2.615798852	-0.014692
-2.435398931	2.705998812	-0.013308
-2.34519897	-2.705998812	-0.016455
-2.34519897	-2.615798852	-0.018953
-2.34519897	-2.525598891	-0.021274
-2.34519897	-2.435398931	-0.023354
-2.34519897	-2.34519897	-0.025133
-2.34519897	-2.25499901	-0.026529
-2.34519897	-2.16479905	-0.027487
-2.34519897	-2.074599089	-0.027936
-2.34519897	-1.984399129	-0.027811
-2.34519897	-1.894199168	-0.027068
-2.34519897	-1.803999208	-0.02566
-2.34519897	-1.713799248	-0.023536
-2.34519897	-1.623599287	-0.02074
-2.34519897	-1.533399327	-0.017339
-2.34519897	-1.443199366	-0.013371
-2.34519897	-1.352999406	-0.008708
-2.34519897	-1.262799446	-0.003683
-2.34519897	-1.172599485	0.001717
-2.34519897	-1.082399525	0.007411
-2.34519897	-0.992199564	0.01342
-2.34519897	-0.901999604	0.019483
-2.34519897	-0.811799644	0.02549
-2.34519897	-0.721599683	0.031323
-2.34519897	-0.631399723	0.036866
-2.34519897	-0.541199762	0.041787
-2.34519897	-0.450999802	0.04614
-2.34519897	-0.360799842	0.04983
-2.34519897	-0.270599881	0.052792
-2.34519897	-0.180399921	0.054939
-2.34519897	-0.09019996	0.056246
-2.34519897	0	0.056674
-2.34519897	0.09019996	0.056251
-2.34519897	0.180399921	0.054935
-2.34519897	0.270599881	0.052793
-2.34519897	0.360799842	0.049836
-2.34519897	0.450999802	0.046141
-2.34519897	0.541199762	0.041787
-2.34519897	0.631399723	0.036869
-2.34519897	0.721599683	0.031325
-2.34519897	0.811799644	0.02549
-2.34519897	0.901999604	0.019477
-2.34519897	0.992199564	0.013418
-2.34519897	1.082399525	0.007412
-2.34519897	1.172599485	0.001718
-2.34519897	1.262799446	-0.003683
-2.34519897	1.352999406	-0.008708
-2.34519897	1.443199366	-0.013371
-2.34519897	1.533399327	-0.01734
