-2.7059988120 -2.7059988120 -0.000911 0.005495 0.000836 0.000889 -0.000126 -0.033848 -0.016159 -0.014315 0.000914 0.000589 0.010298 -0.132792 -0.013389 0.000861 -0.000961 0.001012 -0.004973 0.009886 -0.033154 0.005187 -0.001158 -0.000636 -0.004973 0.000997 0.000424 -0.000961 -0.000648 0.000181 -0.000655 0.000562 -0.001638 0.001727 -0.000599 -0.001247 -0.000126 -0.001658 -0.001016 0.005495 0.000384
-2.7059988120 -2.6157988516 0.000896 -0.004485 -0.001259 -0.000800 0.000663 0.030995 0.014479 0.017708 -0.000733 -0.000783 -0.007577 0.107090 0.031616 -0.001277 0.000711 -0.000392 0.003962 -0.009580 0.035131 -0.006347 0.001139 0.000682 0.003962 -0.000479 -0.000183 0.000346 0.000361 0.000643 0.000609 -0.000930 0.001675 -0.001158 0.000629 0.000544 0.000663 0.001481 0.000090 -0.004485 -0.000352
-2.7059988120 -2.5255988912 0.000827 -0.003554 -0.002185 -0.000600 0.000918 0.027066 0.013604 0.021436 -0.000547 -0.000729 -0.005186 0.083662 0.051723 -0.002555 0.000410 -0.000059 0.003134 -0.008864 0.035660 -0.007490 0.001936 0.000723 0.003134 -0.000235 0.000023 0.000247 0.000122 0.000623 0.000607 -0.001001 0.001687 -0.001098 0.000711 0.000581 0.000918 0.001262 -0.000227 -0.003554 -0.000382
-2.7059988120 -2.4353989308 0.000750 -0.002610 -0.003123 -0.000354 0.001158 0.023175 0.013438 0.025289 -0.000419 -0.000719 -0.003274 0.061383 0.073369 -0.004259 0.000092 0.000269 0.002307 -0.007958 0.035757 -0.008475 0.002757 0.000730 0.002307 0.000013 0.000187 0.000102 -0.000123 0.000610 0.000616 -0.001067 0.001690 -0.001031 0.000794 0.000593 0.001158 0.001028 -0.000495 -0.002610 -0.000481
-2.7059988120 -2.3451989704 0.000667 -0.001677 -0.004064 -0.000060 0.001384 0.019384 0.014003 0.029211 -0.000357 -0.000753 -0.001808 0.040566 0.096343 -0.006430 -0.000240 0.000577 0.001497 -0.006885 0.035428 -0.009282 0.003587 0.000704 0.001497 0.000255 0.000306 -0.000086 -0.000369 0.000607 0.000633 -0.001131 0.001682 -0.000963 0.000866 0.000566 0.001384 0.000781 -0.000717 -0.001677 -0.000643
-2.7059988120 -2.2549990100 0.000582 -0.000766 -0.004982 0.000281 0.001593 0.015745 0.015206 0.033117 -0.000368 -0.000832 -0.000745 0.021330 0.120096 -0.009087 -0.000579 0.000864 0.000724 -0.005664 0.034648 -0.009876 0.004407 0.000643 0.000724 0.000485 0.000381 -0.000311 -0.000613 0.000613 0.000656 -0.001189 0.001662 -0.000889 0.000931 0.000515 0.001593 0.000520 -0.000883 -0.000766 -0.000851
-2.7059988120 -2.1647990496 0.000551 -0.000382 -0.005966 0.001243 0.001743 0.012525 0.017144 0.035850 -0.000425 -0.000683 -0.000595 0.004116 0.145812 -0.012117 -0.001182 0.001076 0.000786 -0.004480 0.032470 -0.009964 0.005389 0.000580 0.000786 0.000781 0.000957 -0.000592 -0.001091 0.000683 -0.000176 -0.001748 0.001649 -0.000546 0.000900 0.001197 0.001743 0.000004 -0.000927 -0.000382 -0.001098
-2.7059988120 -2.0745990892 0.000203 0.000243 -0.007657 0.001402 0.001345 0.009025 0.017111 0.038573 0.000187 -0.000556 0.000543 -0.012128 0.165648 -0.014921 -0.001780 0.001011 0.000508 -0.003510 0.028733 -0.009074 0.006579 0.000234 0.000508 0.000386 0.001371 -0.000754 -0.000856 -0.000120 0.000209 -0.000918 0.001050 -0.000741 0.000797 0.001826 0.001345 -0.000026 -0.000363 0.000243 -0.001699
-2.7059988120 -1.9843991288 -0.000099 -0.001996 0.009021 -0.002158 -0.001036 -0.005853 -0.021822 -0.041253 -0.000378 0.001096 -0.000191 0.024405 -0.190750 0.019187 0.002053 -0.001307 -0.000418 0.002977 -0.028196 0.008808 -0.007292 0.000201 -0.000418 -0.000978 -0.000613 0.000044 0.001715 -0.000418 0.000099 0.000850 -0.000873 0.000480 -0.000654 -0.001710 -0.001036 -0.000244 0.000942 -0.001996 0.001666
-2.7059988120 -1.8941991684 0.000035 0.002806 -0.009951 0.002690 0.001019 0.003593 0.025348 0.044219 0.000182 -0.001319 0.000044 -0.035164 0.214534 -0.023586 -0.002355 0.001485 -0.000057 -0.001653 0.026205 -0.008002 0.007761 -0.000363 -0.000057 0.001182 0.000457 -0.000273 -0.001863 0.000555 -0.000088 -0.000812 0.000822 -0.000414 0.000620 0.001565 0.001019 0.000149 -0.000950 0.002806 -0.002015
