0.717 252.6411199279
0.7203389 231.5638981428
0.7236778 282.2438794485
0.7270167 194.064662009
0.7303556 216.9871159431
0.7336945 493.8555282412
0.7370334 346.6976641033
0.7403723 242.5412903427
0.7437112 304.316330529
0.7470501 230.9699109146
0.750389 206.518826425
0.7537279 277.3729419718
0.7570668 379.9523201632
0.7604057 346.503948075
0.7637446 300.6301421943
0.7670835 238.9902993718
0.7704224 196.0082950583
0.7737613 260.3697136073
0.7771002 269.7414519676
0.7804391 267.5098525489
0.783778 328.0080715415
0.7871169 335.1998044656
0.7904558 216.4401888478
0.7937947 174.1922728758
0.7971336 184.6345462625
0.8004725 246.2602530694
0.8038114 487.6127620675
0.8071503 319.6288266749
0.8104891 275.2768747489
0.813828 187.5662714593
0.8171669 247.3644237818
0.8205058 278.2126395555
0.8238447 196.7448789133
0.8271836 249.9862644781
0.8305225 330.1843488299
0.8338614 297.1983927161
0.8372003 286.0415108085
0.8405392 159.6356434427
0.8438781 164.2521735996
0.847217 245.9415324812
0.8505559 183.668566128
0.8538948 431.8549436329
0.8572337 280.0488682525
0.8605726 231.7681062933
0.8639115 320.9232958446
0.8672504 201.3488811091
0.8705893 220.0245569371
0.8739282 237.3896385077
0.8772671 314.6032722575
0.880606 243.8688779741
0.8839449 173.8068825994
0.8872838 206.2905932656
0.8906227 290.4655371061
0.8939616 200.8149752833
0.8973005 200.283674717
0.9006394 318.9559519094
0.9039783 258.0007373484
0.9073172 251.8231405308
0.9106561 242.1403755401
0.913995 255.0655255411
0.9173339 224.2963155484
0.9206728 171.0179329524
0.9240117 167.1339430794
0.9273506 294.10134602
0.9306895 283.8291631136
0.9340284 230.6987816304
0.9373673 241.600310322
0.9407062 179.6430435294
0.9440451 197.0071477061
0.947384 175.5495216017
0.9507229 298.8557416272
0.9540618 286.0466875457
0.9574007 193.6037367717
0.9607396 159.1867820936
0.9640785 200.885487676
0.9674174 201.7799431307
0.9707563 161.7519303272
0.9740952 216.5764020862
0.9774341 220.4649649136
0.980773 208.7559069835
0.9841119 246.0547227601
0.9874508 238.1930099192
0.9907896 150.3091753038
0.9941285 180.0959739303
0.9974674 177.3505246775
1.0008063 282.2374361662
1.0041452 267.2753759324
1.0074841 198.2783944267
1.010823 169.7504425583
1.0141619 130.4722195433
1.0175008 141.0327959655
1.0208397 135.8884076203
1.0241786 286.6698334011
1.0275175 224.6600037657
1.0308564 158.7093868602
1.0341953 161.4911440819
1.0375342 204.4579195717
1.0408731 146.5382848845
1.044212 237.2058019791
1.0475509 197.330242042
1.0508898 181.1076886
1.0542287 170.623870618
1.0575676 148.3736474042
1.0609065 252.0029297555
1.0642454 168.484073741
1.0675843 162.3957737067
1.0709232 131.6424470881
1.0742621 228.3330030764
1.077601 285.6309126398
1.0809399 187.9954745478
1.0842788 154.3222041291
1.0876177 122.7435674667
1.0909566 114.2711334329
1.0942955 185.2253894581
1.0976344 243.74810129
1.1009733 167.0667814487
1.1043122 149.095455558
1.1076511 133.8778434343
1.11099 155.6006172953
1.1143289 150.3043072518
1.1176678 189.2212924657
1.1210067 238.4783802821
1.1243456 171.1604352926
1.1276845 208.2521813291
1.1310234 121.2114450518
1.1343623 127.4222215744
1.1377012 126.040725641
1.1410401 182.4959695409
1.144379 165.9436677982
1.1477179 175.7451107535
1.1510568 161.4035053725
1.1543957 147.3611556946
1.1577346 118.8602388414
1.1610735 137.2718771275
1.1644124 145.5779726467
1.1677513 183.5235319926
1.1710902 165.8145923411
1.174429 136.4508175756
1.1777679 118.2108342672
1.1811068 116.2190734548
1.1844457 150.5536098886
1.1877846 165.1924209676
1.1911235 157.5635826329
1.1944624 132.5821278475
1.1978013 155.3256770248
1.2011402 136.4540986594
1.2044791 107.441890743
1.207818 146.6737704901
1.2111569 133.8554149317
1.2144958 193.5782073109
1.2178347 90.2880943907
1.2211736 117.9550466643
1.2245125 129.5879147693
1.2278514 127.8738707181
1.2311903 162.5072923345
1.2345292 169.5992570742
1.2378681 147.5392886381
1.241207 110.8621915649
1.2445459 106.1098935242
1.2478848 140.3740874423
1.2512237 135.5593777793
1.2545626 134.6174270973
1.2579015 113.0130367469
