0 -5.6957351
1 -5.6968819
2 -5.6982112
3 -5.6995607
4 -5.7009054
5 -5.702228
6 -5.703514
7 -5.7047513
8 -5.7059291
9 -5.7070387
10 -5.7080724
11 -5.7090237
12 -5.7098872
13 -5.7106585
14 -5.7113337
15 -5.7119099
16 -5.7123845
17 -5.7127555
18 -5.7130215
19 -5.7131815
20 -5.713235
21 -5.7131813
22 -5.7130205
23 -5.7127532
24 -5.7123803
25 -5.7119037
26 -5.7113255
27 -5.7106489
28 -5.7098785
29 -5.7090206
30 -5.7080844
31 -5.7070831
32 -5.7060371
33 -5.7049774
34 -5.7039531
35 -5.7030398
36 -5.702346
37 -5.7019968
38 -5.701974
39 -5.701908
40 -5.7017099
41 -5.7013798
42 -5.7009181
43 -5.700325
44 -5.6996011
45 -5.6987476
46 -5.6977671
47 -5.6966712
48 -5.6957351

0 -5.6950407
1 -5.6938343
2 -5.6923464
3 -5.6907213
4 -5.6889675
5 -5.6870881
6 -5.6850854
7 -5.6829616
8 -5.6807191
9 -5.6783609
10 -5.6758906
11 -5.6733125
12 -5.6706322
13 -5.6678571
14 -5.6649973
15 -5.6620674
16 -5.6590915
17 -5.6561147
18 -5.6532398
19 -5.6507674
20 -5.6496203
21 -5.6507923
22 -5.6532971
23 -5.6561957
24 -5.6591918
25 -5.6621853
26 -5.6651321
27 -5.6680075
28 -5.6707942
29 -5.6734775
30 -5.6760424
31 -5.6784711
32 -5.6807401
33 -5.6828159
34 -5.6846476
35 -5.686158
36 -5.6872377
37 -5.687761
38 -5.6877946
39 -5.6878799
40 -5.688135
41 -5.6885571
42 -5.689141
43 -5.6898789
44 -5.6907589
45 -5.6917659
46 -5.6928799
47 -5.6940701
48 -5.6950407

0 -5.6494221
1 -5.6493767
2 -5.6492094
3 -5.6489319
4 -5.6485581
5 -5.6481027
6 -5.6475813
7 -5.6470098
8 -5.6464038
9 -5.6457789
10 -5.6451504
11 -5.6445329
12 -5.6439404
13 -5.6433857
14 -5.6428806
15 -5.6424355
16 -5.6420593
17 -5.6417594
18 -5.6415415
19 -5.6414112
20 -5.6413795
21 -5.641282
22 -5.6413949
23 -5.6416004
24 -5.6418765
25 -5.6422087
26 -5.6425818
27 -5.6429805
28 -5.6433899
29 -5.6437959
30 -5.6441859
31 -5.6445487
32 -5.6448747
33 -5.645156
34 -5.6453861
35 -5.6455599
36 -5.6456739
37 -5.6457257
38 -5.6457289
39 -5.6458469
40 -5.6461791
41 -5.6466686
42 -5.6472422
43 -5.6478282
44 -5.6483675
45 -5.6488172
46 -5.6491503
47 -5.6493531
48 -5.6494221

0 -5.5864128
1 -5.5888423
2 -5.5915399
3 -5.5942139
4 -5.596862
5 -5.599493
6 -5.6021197
7 -5.6047577
8 -5.6074239
9 -5.6101361
10 -5.6129105
11 -5.6157606
12 -5.6186942
13 -5.6217122
14 -5.6248065
15 -5.6279586
16 -5.6311366
17 -5.6342855
18 -5.6372918
19 -5.639845
20 -5.6410077
21 -5.6399466
22 -5.6373708
23 -5.6343416
24 -5.631187
25 -5.628038
26 -5.6249787
27 -5.6220834
28 -5.6194243
29 -5.6170677
30 -5.6150633
31 -5.6134324
32 -5.6121634
33 -5.6112185
34 -5.6105467
35 -5.6100973
36 -5.6098289
37 -5.6097135
38 -5.6097064
39 -5.6093453
40 -5.6082862
41 -5.6065947
42 -5.6043595
43 -5.6016778
44 -5.5986484
45 -5.5953746
46 -5.591978
47 -5.5886298
48 -5.5864128

0 -5.5852644
1 -5.5831728
2 -5.5816165
3 -5.5809157
4 -5.580867
5 -5.5812084
6 -5.5817428
7 -5.5823462
8 -5.5829448
9 -5.583495
10 -5.5839722
11 -5.5843638
12 -5.5846665
13 -5.5848838
14 -5.585026
15 -5.585109
16 -5.5851557
17 -5.5851995
18 -5.585288
19 -5.5854309
20 -5.5855069
21 -5.585504
22 -5.5855016
23 -5.5854894
24 -5.5854291
25 -5.5852658
26 -5.5849334
27 -5.584357
28 -5.5834579
29 -5.5821632
30 -5.58042
31 -5.5782092
32 -5.5755546
33 -5.5725229
34 -5.5692281
35 -5.5658625
36 -5.5628169
37 -5.5609616
38 -5.5608279
39 -5.5615923
40 -5.5635231
41 -5.5660566
42 -5.5688567
43 -5.5717635
44 -5.5746992
45 -5.5776236
46 -5.5805134
47 -5.583346
48 -5.5852644

0 -5.5614635
1 -5.5609161
2 -5.5591753
3 -5.55623
4 -5.552306
5 -5.5476932
6 -5.5487567
7 -5.5536682
8 -5.5582881
9 -5.5625836
10 -5.5665305
11 -5.5701082
12 -5.573301
13 -5.5760987
14 -5.578497
15 -5.5804958
16 -5.5820962
17 -5.5832926
18 -5.5840655
19 -5.5844289
20 -5.5845197
21 -5.5843584
22 -5.5838624
23 -5.5830251
24 -5.581857
25 -5.580374
26 -5.5785935
27 -5.5765326
28 -5.5742086
29 -5.5716378
30 -5.5688365
31 -5.5658206
32 -5.5626075
33 -5.5592186
34 -5.555687
35 -5.5520819
36 -5.5486108
37 -5.5461606
38 -5.5459709
39 -5.5458143
40 -5.5476515
41 -5.5498956
42 -5.5521779
43 -5.554384
44 -5.5564456
45 -5.5582968
46 -5.5598514
47 -5.5609767
48 -5.5614635

0 -5.5186244
1 -5.5213069
2 -5.5267333
3 -5.532463
4 -5.5380943
5 -5.5435126
6 -5.5425192
7 -5.5370577
8 -5.5313596
9 -5.5255912
10 -5.520173
11 -5.5167152
12 -5.517145
13 -5.5193046
14 -5.5216863
15 -5.523902
16 -5.5258172
17 -5.5273635
18 -5.5284973
19 -5.5291893
20 -5.529422
21 -5.5291908
22 -5.5285031
23 -5.5273764
24 -5.5258398
25 -5.5239358
26 -5.5217286
27 -5.5193304
28 -5.516995
29 -5.5154387
30 -5.5162365
31 -5.5197368
32 -5.5243955
33 -5.5293195
34 -5.5341568
35 -5.5386582
36 -5.5424243
37 -5.5445558
38 -5.5446902
39 -5.5449315
40 -5.5429707
41 -5.54021
42 -5.5370903
43 -5.5337886
44 -5.5304001
45 -5.5269912
46 -5.5236372
47 -5.5205168
48 -5.5186244

0 -5.5111882
1 -5.5110811
2 -5.5084323
3 -5.5053092
4 -5.5020954
5 -5.4989059
6 -5.4962641
7 -5.4968749
8 -5.4997071
9 -5.5029613
10 -5.5056855
11 -5.5061027
12 -5.5022162
13 -5.496143
14 -5.48936
15 -5.4822281
16 -5.4748582
17 -5.4673019
18 -5.459608
19 -5.4519317
20 -5.4469825
21 -5.4519408
22 -5.4587564
23 -5.4655502
24 -5.4722175
25 -5.4787191
26 -5.4850094
27 -5.4909995
28 -5.4964672
29 -5.500812
30 -5.5050173
31 -5.5103252
32 -5.515542
33 -5.5205896
34 -5.5254323
35 -5.5300039
36 -5.5341042
37 -5.536884
38 -5.5371107
39 -5.5361364
40 -5.5339539
41 -5.5313125
42 -5.528476
43 -5.5255399
44 -5.5225486
45 -5.5195281
46 -5.5164963
47 -5.5134704
48 -5.5111882

0 -5.5103322
1 -5.5077109
2 -5.504759
3 -5.5018678
4 -5.4991131
5 -5.4966808
6 -5.4947876
7 -5.4919816
8 -5.4887425
9 -5.4854272
10 -5.4820624
11 -5.4786471
12 -5.4751756
13 -5.4716416
14 -5.4680396
15 -5.464365
16 -5.4606156
17 -5.4567929
18 -5.4529086
19 -5.4490082
20 -5.4452223
21 -5.4496796
22 -5.4561544
23 -5.4626898
24 -5.4691275
25 -5.475436
26 -5.4816032
27 -5.4876206
28 -5.4934726
29 -5.4990574
30 -5.5018268
31 -5.5001937
32 -5.4968911
33 -5.4928701
34 -5.4884699
35 -5.4838928
36 -5.4794654
37 -5.4763272
38 -5.4760693
39 -5.4759556
40 -5.4756337
41 -5.4752123
42 -5.4753978
43 -5.4793952
44 -5.4860283
45 -5.4929275
46 -5.4996869
47 -5.506067
48 -5.5103322

0 -5.4615751
1 -5.4643973
2 -5.468812
3 -5.4734857
4 -5.478067
5 -5.4821945
6 -5.4850625
7 -5.485351
8 -5.4835269
9 -5.4808823
10 -5.4779155
11 -5.4747771
12 -5.4715195
13 -5.468163
14 -5.4647154
15 -5.4611795
16 -5.4575558
17 -5.4538438
18 -5.4500432
19 -5.4461655
20 -5.4432074
21 -5.4439043
22 -5.4439278
23 -5.4437549
24 -5.4434861
25 -5.44314
26 -5.4427266
27 -5.4422561
28 -5.4417404
29 -5.4411973
30 -5.4406766
31 -5.4403298
32 -5.4402331
33 -5.4431508
34 -5.4491657
35 -5.455024
36 -5.4602772
37 -5.4637863
38 -5.4640674
39 -5.463952
40 -5.4636196
41 -5.4633985
42 -5.4686366
43 -5.4708162
44 -5.4699011
45 -5.4682102
46 -5.4660931
47 -5.4636342
48 -5.4615751

0 -5.460228
1 -5.4578734
